0.07359561	-0.24560885	0.20034721	-0.23776878	0.14968874	-0.14927945	-0.007970621	-0.20793152	0.41515386	0.14735639	-0.19289991	0.09016648	-0.46996325	0.029734386	-0.33392987	-0.23295762
0.28949583	0.22551098	0.30017447	0.021984959	-0.35925663	0.050009865	-0.055658955	-0.5421713	0.51830566	0.6060214	-0.35406533	0.4547944	-0.3863672	0.11591402	0.09984081	-0.4136008
0.3416697	-0.2540684	0.14142594	0.31572735	0.217148	-0.4146544	0.18537031	-0.050708123	0.44843912	-0.18391237	0.12649524	-0.2024026	-0.5214987	0.07065683	-0.32816383	0.111568354
0.0034750693	-0.22428104	-0.018852336	-0.16061467	0.263749	-0.23053917	0.12016592	0.09042153	0.17443323	-0.09367646	-0.17284425	-0.09191684	-0.4170646	-0.095703624	-0.44534728	0.098661095
-0.22605418	-0.22939035	0.2701108	-0.16982888	0.37017712	-0.11019205	-0.20378618	0.23162876	0.13675502	0.031839874	-0.04720699	0.05973652	-0.26132384	-0.11235136	-0.15767926	-0.1315668
0.7537635	-0.48403934	-0.28602996	0.6335825	0.12822008	-0.56891817	0.54158676	0.11620262	0.03906933	-0.6067075	0.45705396	-0.6654548	-0.6668486	0.2334573	-0.5190187	0.4790585
0.089310855	-0.038412116	0.07090021	-0.15772812	-0.17178015	0.0035478757	0.041313153	-0.3021792	0.37816656	0.29254335	-0.19502378	0.13459378	-0.47336984	0.18787672	-0.22439036	-0.19835193
0.084045656	-0.20136002	0.27402353	-0.11748989	-0.0022355933	-0.091345616	-0.10406922	-0.29471865	0.2041339	0.08834563	0.050268136	-0.033608202	-0.3275275	0.26594934	-0.12410861	-0.2123832
-0.010387436	-0.52646184	0.22224635	0.11639629	0.7788713	-0.5698988	-0.013804334	0.38376015	-0.2926284	-0.62302214	0.7464866	-0.6901777	-0.53237087	0.105003186	-0.41755578	0.21863793
0.4170878	-0.19527341	-0.09395378	0.078090616	-0.12251148	-0.30051193	0.33334202	-0.27062994	0.2619476	-0.0748126	-0.037037205	-0.10632815	-0.39274395	0.17846532	-0.36242658	0.13894424
0.274235	-0.32126534	-0.094202474	-0.40650034	-0.6614836	0.25691742	0.16141236	-0.75335103	-0.025198339	0.21689768	-0.31089386	-0.1182781	-0.24267393	0.6480733	-0.14643925	-0.19550803
-0.12391042	-0.49883774	0.557971	-0.40357697	0.37355345	0.086914524	-0.5505159	-0.3995784	-0.16515024	0.015375144	0.49532178	-0.24435377	-0.4018113	0.43383184	0.28515357	-0.6034115
-0.5094475	-0.34408775	0.30011058	-0.3474111	0.78642523	0.01521921	-0.46971345	0.61107	-0.1077457	-0.14128092	0.21375127	-0.05432481	-0.20930237	-0.27187318	-0.15931162	-0.19424269
0.15591079	0.26174805	0.1869765	0.028872646	-0.05361324	-0.043013066	-0.04582896	-0.22204116	0.4932189	0.3393329	-0.19360803	0.2922518	-0.3582887	-0.07691595	-0.011017448	-0.23607996
-0.1762774	0.48913398	0.28925195	0.02999173	0.31388432	0.109046064	-0.16590306	0.26350608	0.5827306	0.46759868	-0.4163863	0.5516548	0.081598744	-0.54385877	0.15384768	-0.20803894
0.09588385	0.23442766	0.5117851	-0.04451286	-0.007691682	0.14711288	-0.31047514	-0.31344146	0.45542175	0.5650605	-0.047663484	0.43166494	-0.23851761	-0.003991315	0.38654414	-0.5464193
-0.17812546	0.2068476	0.581987	0.03699825	0.46580866	-0.019829322	-0.4053044	0.13599682	0.4758082	0.44085303	0.0987677	0.33848998	-0.122635275	-0.3403529	0.41625354	-0.47675455
0.02999699	0.34908447	0.011775994	0.14917977	0.24258603	-0.10495255	0.1058899	0.22952104	0.6200757	0.16742688	-0.31054786	0.30914226	-0.29642722	-0.4467728	-0.25398543	0.045596536
0.9873917	0.18203026	-0.8304308	0.76619077	-0.3882537	-0.62634903	0.96622324	0.27283466	0.65973365	-0.61859167	-0.67398435	-0.27739945	-0.51576823	-0.30395746	-0.8487068	0.78682137
-0.40224418	-0.24123923	-0.16617368	-0.6089228	0.25845245	0.25223532	-0.12546009	0.13437289	-0.18019663	-0.031470977	-0.22965631	-0.120798014	-0.047497626	0.08464127	-0.32176712	-0.008837831
-0.14932983	-0.26783141	-0.1916266	-0.5045676	0.061817527	0.05584877	-0.016365236	-0.1371364	-0.117220044	-0.10439993	-0.32942665	-0.14345704	-0.2250832	0.23425423	-0.36801368	0.08603795
0.5804079	-0.25935873	0.35173315	0.5758549	0.062402327	-0.63234985	0.23365097	-0.17282225	0.35723373	-0.23393999	0.5909842	-0.31253445	-0.6891708	0.23816954	0.016304761	-0.07657236
0.18290855	-0.028258966	0.42112398	0.10493895	-0.016746925	0.044034768	-0.61953074	-0.3422108	0.23876761	0.33353344	0.4766757	0.097723305	-0.29540345	0.3162238	0.40806744	-0.44840005
0.7191513	-0.02447533	0.020793034	0.42236492	-0.4364407	-0.42264926	0.41015235	-0.56683904	0.4627332	0.14014049	-0.10948862	-0.049248934	-0.60385495	0.28956842	-0.2597322	0.07923206
0.40117103	0.032084633	0.06256437	0.45091003	0.03512865	-0.41393074	0.25913325	-0.045440536	0.5280472	0.05768619	-0.101702124	0.056205515	-0.46306765	-0.112746246	-0.269969	0.16268103
-0.14915754	-0.6093744	0.3045386	-0.30444556	0.49415377	-0.11153072	-0.32937732	0.051285166	-0.3132239	-0.3773563	0.46235058	-0.4918164	-0.3996674	0.41379726	-0.07494347	-0.15874256
-0.30310297	-0.24568298	0.18016326	-0.21536823	0.65068775	-0.046479374	-0.2625761	0.5134873	0.038111717	-0.10951999	0.114024326	-0.1200305	-0.23543762	-0.23084314	-0.1544966	-0.07974965
0.7148106	0.07882948	0.8255175	0.84261084	-0.61694926	-0.6313619	-0.9008845	-0.90958434	0.656734	0.9005742	0.8940792	0.23992711	-0.70438975	0.8365471	0.89101017	-0.8700442
0.17782138	0.110386595	0.029762063	0.09154332	-0.21751922	-0.040569127	0.08890503	-0.21961026	0.3336347	0.17812143	-0.29214415	0.15521929	-0.21855417	0.19000247	-0.107157804	-0.029730426
0.21252117	0.13988216	0.07242091	0.07000884	-0.10669514	-0.15610658	0.13437407	-0.20115188	0.40202704	0.16531606	-0.29880014	0.158062	-0.26972997	-0.075985625	-0.14915466	0.026542965
-0.49156532	-0.26947084	0.5306825	-0.37754914	0.70722276	0.067228004	-0.58742326	0.44407558	-0.04140417	-0.04634464	0.2773671	-0.08615515	-0.1383594	-0.08192194	0.11265034	-0.40407115
